Station ID,Sample Date (mm/dd/yyyy),Plot Size (m2),Total Plot Aboveground Live Biomass (g/m2),Total Plot Aboveground Dead Biomass (g/m2),Scientific Name As Originally Observed,Common Name As Originally Observed,Scientific Name as Currently Recognized,Common Name as Currently Recognized,Live stems (N),Average Live Stem Height (cm),Standard Error Live Stem Height (cm),Average Live Stem Diameter (mm),Standard Error Live Stem Diameter (mm),Aboveground Live Biomass (g/m2),Total Carbon (mg/g),Total Nitrogen (mg/g),Total Phosphorus (mg/kg),Organization,Personnel,Comments,Latitude,Longitude
CRMS2614-BAG02,8/31/2017,0.25,1249.16,834.08,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,5,118.6,28.3,9.4,1.0,135.84,455.55,8.96,905.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.15629625,-89.66479536
CRMS2614-BAG02,8/31/2017,0.25,1249.16,834.08,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,24,106.0,12.0,7.4,0.4,468.48,444.88,13.61,1340.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.15629625,-89.66479536
CRMS2614-BAG02,8/31/2017,0.25,1249.16,834.08,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,34,81.6,4.0,3.0,0.3,122.00,427.38,33.09,1408.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.15629625,-89.66479536
CRMS2614-BAG03,8/31/2017,0.25,1429.24,1900.28,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,17,260.2,43.1,8.0,1.4,769.72,445.69,11.64,1137.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.15595439,-89.66518040
CRMS2614-BAG03,8/31/2017,0.25,1429.24,1900.28,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,3,33.3,1.0,3.0,0.0,2.96,454.35,17.01,1890.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.15595439,-89.66518040
CRMS2614-BAG03,8/31/2017,0.25,1429.24,1900.28,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,13,140.8,8.9,3.2,0.4,92.72,452.75,34.72,1645.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.15595439,-89.66518040
CRMS2825-BAG01,6/20/2019,0.25,318.44,677.84,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,78,71.6,5.9,2.4,0.2,309.68,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.49862052,-90.44412050
CRMS2825-BAG02,6/20/2019,0.25,215.20,1237.36,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,89,63.1,11.4,2.6,0.2,210.24,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.49863915,-90.44415097
CRMS2825-BAG03,6/20/2019,0.25,68.88,777.68,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,25,75.3,5.4,3.0,0.3,56.12,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.49860308,-90.44415188
CRMS3054-BAG01,9/8/2016,0.25,2222.48,212.12,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,5,93.8,16.0,21.5,2.6,54.36,401.03,22.58,2709.61,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.72279870,-90.35420080
CRMS3054-BAG02,9/8/2016,0.25,757.36,145.96,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,24,71.4,9.9,10.3,0.8,40.68,400.33,23.04,2837.65,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.72280751,-90.35419023
CRMS3054-BAG03,9/8/2016,0.25,764.88,147.24,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,17,55.7,6.6,14.0,2.7,27.68,403.66,22.23,2808.96,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.72281632,-90.35417967
CRMS3166-BAG01,8/10/2016,0.25,726.88,390.76,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,306.64,421.31,26.69,2744.87,U.S. GEOL SURVEY (USGS),"Snedden, G.",received prior to stem measurement protocol,29.85850066,-90.28870460
CRMS3166-BAG02,8/10/2016,0.25,659.96,216.80,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,125.20,424.54,26.40,2439.27,U.S. GEOL SURVEY (USGS),"Snedden, G.",received prior to stem measurement protocol,29.85850946,-90.28869401
CRMS3166-BAG03,8/10/2016,0.25,464.64,128.92,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,164.04,416.33,22.12,2501.20,U.S. GEOL SURVEY (USGS),"Snedden, G.",received prior to stem measurement protocol,29.85851827,-90.28868343
CRMS3169-BAG01,8/10/2016,0.25,679.44,234.20,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,439.96,420.37,27.75,3447.84,U.S. GEOL SURVEY (USGS),"Snedden, G.",received prior to stem measurement protocol,29.88890137,-90.27230359
CRMS3169-BAG02,8/10/2016,0.25,1055.20,149.16,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,855.44,419.94,25.15,3112.17,U.S. GEOL SURVEY (USGS),"Snedden, G.",received prior to stem measurement protocol,29.88891017,-90.27229300
CRMS3169-BAG03,8/10/2016,0.25,822.60,333.56,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,350.04,424.63,26.30,3162.36,U.S. GEOL SURVEY (USGS),"Snedden, G.",received prior to stem measurement protocol,29.88891897,-90.27228241
CRMS3296-BAG01,6/19/2019,0.25,1155.20,522.44,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,34,110.6,4.4,10.8,0.7,990.56,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.38953939,-90.47995964
CRMS3296-BAG02,6/19/2019,0.25,1239.16,462.56,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,45,103.3,6.1,10.2,0.9,1076.80,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.38955762,-90.47996949
CRMS3296-BAG03,6/19/2019,0.25,1341.96,227.16,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,49,86.2,6.2,10.2,0.9,1121.76,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.38957546,-90.47995875
CRMS3565-BAG01,8/30/2016,0.25,1554.80,1529.20,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,303,74.8,4.6,2.3,0.2,890.00,440.82,9.39,715.16,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.49780070,-90.10419719
CRMS3565-BAG02,8/30/2016,0.25,1820.80,734.00,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,232,78.9,5.4,2.2,0.2,877.20,437.16,8.27,678.40,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.49780949,-90.10418663
CRMS3565-BAG03,8/30/2016,0.25,1746.00,92.40,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,127,73.4,3.3,1.9,0.0,419.20,440.00,9.43,802.73,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.49781828,-90.10417607
CRMS3617-BAG01,10/14/2016,0.25,1465.60,82.80,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,161,108.1,6.9,1.8,0.1,590.00,429.14,10.37,785.48,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.54859583,-89.91670374
CRMS3617-BAG02,10/14/2016,0.25,1730.00,39.60,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,102,97.1,14.5,1.7,0.2,426.40,429.21,10.63,647.30,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.54860460,-89.91669316
CRMS3617-BAG03,10/14/2016,0.25,1922.80,9.40,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,208,76.2,4.7,1.8,0.2,749.00,433.79,9.20,685.12,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.54861338,-89.91668257
CRMS3641-BAG01,8/15/2017,0.25,1272.20,207.64,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,316,91.4,2.7,2.8,0.2,1069.40,460.49,9.93,500.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.16565698,-90.47934076
CRMS3641-BAG01,8/15/2017,0.25,1272.20,207.64,Typha latifolia L.,broadleaf cattail,Typha latifolia L.,broadleaf cattail,3,139.0,17.7,23.3,7.0,185.96,449.94,15.89,908.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.16565698,-90.47934076
CRMS3641-BAG02,8/15/2017,0.25,1278.60,971.04,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,267,100.6,3.4,2.4,0.2,1118.30,458.87,11.02,1464.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.16593443,-90.47969702
CRMS3641-BAG02,8/15/2017,0.25,1278.60,971.04,Typha latifolia L.,broadleaf cattail,Typha latifolia L.,broadleaf cattail,7,134.3,15.6,21.4,3.0,160.28,455.94,17.66,1066.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.16593443,-90.47969702
CRMS3641-BAG03,8/15/2017,0.25,1975.92,500.84,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,511,104.0,3.2,2.8,0.2,1975.90,460.76,7.77,385.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.16632808,-90.47999842
CRMS3650-BAG01,9/22/2017,0.25,1507.00,1202.28,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,133,98.1,3.9,2.6,0.2,521.40,454.50,7.98,957.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.78170058,-89.91894604
CRMS3650-BAG01,9/22/2017,0.25,1507.00,1202.28,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,18,87.6,5.8,7.8,0.4,256.00,441.31,12.95,1277.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.78170058,-89.91894604
CRMS3650-BAG01,9/22/2017,0.25,1507.00,1202.28,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,6,219.7,15.0,11.6,1.1,649.68,437.72,21.36,1496.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.78170058,-89.91894604
CRMS3650-BAG02,9/22/2017,0.25,819.28,989.08,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,76,87.2,7.8,2.8,0.2,306.84,455.99,6.23,907.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.78193431,-89.91930071
CRMS3650-BAG02,9/22/2017,0.25,819.28,989.08,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,26,74.7,8.5,7.6,0.4,272.28,438.25,12.32,1750.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.78193431,-89.91930071
CRMS3650-BAG02,9/22/2017,0.25,819.28,989.08,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,2,183.8,7.9,10.0,1.0,138.04,437.60,21.83,1471.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.78193431,-89.91930071
CRMS3650-BAG03,9/22/2017,0.25,1228.56,1272.00,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,56,90.4,8.6,2.8,0.2,296.68,448.38,7.05,857.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.78193961,-89.91952799
CRMS3650-BAG03,9/22/2017,0.25,1228.56,1272.00,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,29,80.7,9.8,9.6,1.0,405.76,430.61,15.05,1456.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.78193961,-89.91952799
CRMS3650-BAG03,9/22/2017,0.25,1228.56,1272.00,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,3,231.8,7.3,10.3,0.9,386.80,434.77,17.66,1167.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.78193961,-89.91952799
CRMS3667-BAG01,9/12/2017,0.25,990.72,1370.84,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,373,84.1,5.2,2.8,0.2,944.68,453.30,10.55,519.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.38952757,-90.15071355
CRMS3667-BAG02,9/12/2017,0.25,1371.08,612.00,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,586,88.9,4.6,3.0,0.0,1219.84,454.97,11.33,531.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.38888438,-90.15140842
CRMS3667-BAG03,9/12/2017,0.25,1095.76,804.96,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,266,119.3,6.3,3.8,0.2,1025.68,454.80,8.78,445.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.38879136,-90.15169199
CRMS3784-BAG01,9/12/2017,0.25,1362.72,976.12,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,239,94.5,1.9,2.8,0.2,702.20,437.95,11.04,944.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.37620275,-89.54125490
CRMS3784-BAG01,9/12/2017,0.25,1362.72,976.12,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,54,96.8,7.1,7.0,0.3,607.32,455.41,8.03,889.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.37620275,-89.54125490
CRMS3784-BAG02,9/12/2017,0.25,1200.16,1141.44,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,129,90.1,4.3,2.0,0.0,224.40,440.47,9.13,597.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.37604626,-89.54182640
CRMS3784-BAG02,9/12/2017,0.25,1200.16,1141.44,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,61,96.1,8.5,7.8,0.7,943.12,448.88,6.91,826.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.37604626,-89.54182640
CRMS3784-BAG03,9/12/2017,0.25,1382.16,1175.96,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,207,86.5,4.3,2.6,0.2,603.84,443.33,11.26,637.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.37718360,-89.54222029
CRMS3784-BAG03,9/12/2017,0.25,1382.16,1175.96,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,58,89.0,7.8,7.8,0.4,778.32,454.63,7.31,2244.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.37718360,-89.54222029
CRMS3913-BAG01,8/31/2017,0.25,502.56,304.76,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,16,126.4,3.4,23.2,2.8,186.04,442.92,28.96,1401.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.68932756,-89.88893611
CRMS3913-BAG01,8/31/2017,0.25,502.56,304.76,Eleocharis macrostachya Britton,pale spikerush,Eleocharis macrostachya Britton,pale spikerush,98,99.5,6.2,2.0,0.0,64.88,430.00,15.21,1865.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.68932756,-89.88893611
CRMS3913-BAG02,8/31/2017,0.25,295.44,316.08,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,16,92.3,1.9,23.4,1.2,146.00,453.00,29.75,2058.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.68941231,-89.88908842
CRMS3913-BAG03,8/31/2017,0.25,352.32,801.12,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,21,101.9,5.6,26.8,3.6,203.56,460.56,32.19,1340.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.68953261,-89.88921898
CRMS3985-BAG01,9/20/2016,0.25,540.28,113.32,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,28,78.8,8.7,18.8,3.0,153.28,423.31,27.32,2674.74,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.71749862,-90.14900125
CRMS3985-BAG02,9/20/2016,0.25,403.28,70.24,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,30,89.7,11.4,17.9,3.6,196.36,408.02,29.43,3130.37,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.71750741,-90.14899067
CRMS3985-BAG02,9/20/2016,0.25,403.28,70.24,Typha L.,cattail,Typha L.,cattail,8,93.8,6.4,12.3,1.3,42.28,412.90,11.87,3284.63,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.71750741,-90.14899067
CRMS3985-BAG03,9/20/2016,0.25,491.08,101.20,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,37,85.4,7.7,16.5,3.1,223.68,400.87,25.20,2723.73,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.71751621,-90.14898009
CRMS4014-BAG01,6/23/2020,0.25,784.07,364.24,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,1,351.0,0.0,12.0,0.0,26.02,,,,U.S. GEOL SURVEY (USGS),T Lewis,no measureable Phragmites australis stems ,29.54830403,-91.32326029
CRMS4014-BAG01,6/23/2020,0.25,784.07,364.24,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,,,,,,475.56,,,,U.S. GEOL SURVEY (USGS),T Lewis,no measureable Phragmites australis stems ,29.54830403,-91.32326029
CRMS4014-BAG02,6/23/2020,0.25,1027.50,0.00,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,,,,,,950.44,,,,U.S. GEOL SURVEY (USGS),T Lewis,no dead or no measureable stems ,29.54829488,-91.32325012
CRMS4014-BAG03,6/23/2020,0.25,410.07,829.92,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,3,128.1,2.0,30.7,2.0,180.84,,,,U.S. GEOL SURVEY (USGS),T Lewis,only 3 measureable stems from sample ,29.54828573,-91.32323995
CRMS4045-BAG01,6/11/2019,0.25,950.24,71.68,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,63,125.8,3.5,25.6,0.8,833.24,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.38106772,-91.00985545
CRMS4045-BAG02,6/11/2019,0.25,397.00,40.80,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,59,121.5,6.9,30.0,3.3,299.20,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.38105824,-91.00982473
CRMS4045-BAG03,6/11/2019,0.25,498.36,41.00,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,46,104.4,9.7,22.8,2.0,396.40,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.38104922,-91.00982490
CRMS4094-BAG01,9/22/2017,0.25,554.52,74.92,Zizania aquatica L.,annual wildrice,Zizania aquatica L.,annual wildrice,3,179.1,37.4,19.0,2.1,285.88,415.17,23.21,1390.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.68622044,-89.76128714
CRMS4094-BAG01,9/22/2017,0.25,554.52,74.92,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,15,105.0,4.7,26.2,0.7,148.00,437.54,32.70,2344.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.68622044,-89.76128714
CRMS4094-BAG02,9/22/2017,0.25,821.76,466.64,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,54,86.4,6.0,15.8,1.9,152.64,436.89,26.92,1626.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.68627652,-89.76136796
CRMS4094-BAG02,9/22/2017,0.25,821.76,466.64,Typha latifolia L.,broadleaf cattail,Typha latifolia L.,broadleaf cattail,5,165.7,5.3,24.4,1.3,460.44,467.99,18.66,1082.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.68627652,-89.76136796
CRMS4094-BAG03,9/22/2017,0.25,943.48,858.36,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,15,103.4,4.1,24.4,2.3,138.32,442.87,29.98,1971.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.68627905,-89.76147116
CRMS4094-BAG03,9/22/2017,0.25,943.48,858.36,Typha latifolia L.,broadleaf cattail,Typha latifolia L.,broadleaf cattail,3,174.0,4.9,26.3,5.8,205.60,464.05,21.71,1314.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.68627905,-89.76147116
CRMS4094-BAG03,9/22/2017,0.25,943.48,858.36,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,43,148.0,6.1,3.6,0.2,569.20,462.19,6.90,464.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.68627905,-89.76147116
CRMS4218-BAG01,8/30/2016,0.25,694.16,792.80,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,242,79.3,4.2,1.6,0.1,694.00,441.55,9.61,1487.49,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.56319562,-90.16669831
CRMS4218-BAG02,8/30/2016,0.25,405.36,466.80,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,184,69.4,7.1,1.6,0.2,401.60,442.04,10.48,1614.62,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.56320441,-90.16668775
CRMS4218-BAG03,8/30/2016,0.25,1661.60,816.40,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,359,81.9,5.4,2.0,0.2,1541.20,440.49,9.02,1214.94,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.56321321,-90.16667719
CRMS4245-BAG01,9/20/2016,0.25,548.44,41.96,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,35,99.5,10.0,16.0,2.5,407.28,417.88,26.48,2692.68,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.67200246,-90.13549695
CRMS4245-BAG02,9/20/2016,0.25,950.12,126.00,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,44,114.1,3.9,20.4,1.2,637.36,412.90,24.63,2688.99,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.67201125,-90.13548637
CRMS4245-BAG02,9/20/2016,0.25,950.12,126.00,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,26,60.8,5.8,1.8,0.2,43.60,435.19,17.99,1884.38,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.67201125,-90.13548637
CRMS4245-BAG03,9/20/2016,0.25,418.96,41.20,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,33,98.8,7.5,17.8,3.2,350.40,411.03,24.07,2290.00,U.S. GEOL SURVEY (USGS),"Snedden, G.",no whole stems,29.67202004,-90.13547579
CRMS4245-BAG03,9/20/2016,0.25,418.96,41.20,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,,,,,,0.00,428.13,19.42,2592.27,U.S. GEOL SURVEY (USGS),"Snedden, G.",no whole stems,29.67202004,-90.13547579
CRMS4355-BAG01,9/15/2017,0.25,1545.08,1518.64,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,336,121.3,9.2,4.0,0.3,1390.88,464.45,6.66,442.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.84032480,-89.82410291
CRMS4355-BAG02,9/15/2017,0.25,2800.16,2594.76,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,307,125.1,7.9,2.8,0.2,2785.16,465.49,7.61,471.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.84022239,-89.82434406
CRMS4355-BAG03,9/15/2017,0.25,4331.08,2243.96,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,507,150.7,17.9,3.4,0.2,4316.76,456.82,7.61,566.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,29.84045568,-89.82429530
CRMS4455-BAG01,6/10/2019,0.25,1093.32,42.16,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,50,85.0,10.1,9.0,0.6,773.92,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.25933446,-90.94786792
CRMS4455-BAG02,6/10/2019,0.25,988.40,27.56,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,44,99.7,7.5,9.0,0.8,793.20,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.25930756,-90.94787875
CRMS4455-BAG03,6/10/2019,0.25,1637.84,25.04,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,107,95.2,16.9,9.8,0.9,1631.68,,,,U.S. GEOL SURVEY (USGS),S Finn,,29.25928018,-90.94785872
CRMS4529-BAG01,10/13/2016,0.25,1844.36,0.00,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,16,83.8,7.2,9.9,0.7,305.20,416.92,8.57,1343.88,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.46880358,-89.82300046
CRMS4529-BAG02,10/13/2016,0.25,792.36,7.20,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,62,65.7,7.4,9.6,0.9,678.76,417.47,9.77,1373.22,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.46881235,-89.82298988
