Station ID,Group,Sample Date (mm/dd/yyyy),Sample Depth (cm),Wet Soil pH (pH units),Dry Soil pH (pH units),Soil Specific Conductance (uS/cm),Soil Salinity (ppt),Soil Moisture Content (%),Bulk Density (g/cm3),Organic Matter (%),Wet Volume (cm3),Dry Volume (cm3),Biomass Target Flora Species,Belowground Live Biomass (g/m2),Belowground Dead Biomass (g/m2),Organic Density (g/cm3),Total Carbon (g/kg),Carbon Density (mg/cm3),Total Nitrogen (g/kg),Total Phosphorus (mg/kg),Sand (%),Silt (%),Clay (%),Particle Size Mean (phi),Particle Size Median (phi),Particle Size Standard Deviation (phi),Radiometric Dating Method and Units,Isotope Concentration,Organization,Personnel,Comments,Latitude,Longitude
CRMS0006-S03,,6/20/2008,12 to 16,6.62,4.78,2191,1.1,83.71,0.15,36.2,324.29,64.3,,,,0.0543,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Lambou; D. Oehler,,30.26358901,-89.9820762
CRMS0006-S03,,6/20/2008,16 to 20,6.7,4.54,2106,1.1,87.7,0.12,39.56,324.29,64.6,,,,0.0475,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Lambou; D. Oehler,,30.26358901,-89.9820762
CRMS0006-S03,,6/20/2008,20 to 24,6.82,4.72,2101,1.1,85.27,0.14,37.83,324.29,73.3,,,,0.053,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Lambou; D. Oehler,,30.26358901,-89.9820762
CRMS0006-S04,,4/17/2018,0 to 4,,,,,87.69,0.08,59.84,324.29,132.67,,,,0.0479,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.26343653,-89.98211203
CRMS0006-S04,,4/17/2018,4 to 8,,,,,80.63,0.17,31.32,324.29,89.3,,,,0.0532,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.26343653,-89.98211203
CRMS0006-S04,,4/17/2018,8 to 12,,,,,74.75,0.25,29.28,324.29,83.57,,,,0.0732,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.26343653,-89.98211203
CRMS0006-S04,,4/17/2018,12 to 16,,,,,76.06,0.25,31.08,324.29,68.81,,,,0.0777,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.26343653,-89.98211203
CRMS0006-S04,,4/17/2018,16 to 20,,,,,75.85,0.22,24.39,324.29,102.84,,,,0.0537,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.26343653,-89.98211203
CRMS0006-S04,,4/17/2018,20 to 24,,,,,88.62,0.11,50.29,324.29,37.31,,,,0.0553,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.26343653,-89.98211203
CRMS0006-S05,,4/17/2018,0 to 4,,,,,83.54,0.13,34.53,324.29,118.38,,,,0.0449,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.2633327,-89.9823022
CRMS0006-S05,,4/17/2018,4 to 8,,,,,79.99,0.2,29.48,324.29,71.2,,,,0.059,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.2633327,-89.9823022
CRMS0006-S05,,4/17/2018,8 to 12,,,,,74.82,0.23,23.23,324.29,105.1,,,,0.0534,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.2633327,-89.9823022
CRMS0006-S05,,4/17/2018,12 to 16,,,,,65.45,0.4,8.77,324.29,78.83,,,,0.0351,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.2633327,-89.9823022
CRMS0006-S05,,4/17/2018,16 to 20,,,,,83.22,0.18,29.22,324.29,33.63,,,,0.0526,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.2633327,-89.9823022
CRMS0006-S05,,4/17/2018,20 to 24,,,,,87.69,0.14,52.86,324.29,9.68,,,,0.074,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded.,30.2633327,-89.9823022
CRMS0006-S06,,4/17/2018,0 to 4,,,,,82.31,0.15,55.1,324.29,96.25,,,,0.0827,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded. Core pulled from area of sparse vegetation approximately 3 feet from the shoreline.,30.26349683,-89.98238029
CRMS0006-S06,,4/17/2018,4 to 8,,,,,74.48,0.31,28.95,324.29,29.25,,,,0.0897,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded. Core pulled from area of sparse vegetation approximately 3 feet from the shoreline.,30.26349683,-89.98238029
CRMS0006-S06,,4/17/2018,8 to 12,,,,,68.36,0.34,17.43,324.29,87.77,,,,0.0593,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded. Core pulled from area of sparse vegetation approximately 3 feet from the shoreline.,30.26349683,-89.98238029
CRMS0006-S06,,4/17/2018,12 to 16,,,,,64.46,0.42,17.83,324.29,74.99,,,,0.0749,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded. Core pulled from area of sparse vegetation approximately 3 feet from the shoreline.,30.26349683,-89.98238029
CRMS0006-S06,,4/17/2018,16 to 20,,,,,59.25,0.5,14.14,324.29,89.23,,,,0.0707,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded. Core pulled from area of sparse vegetation approximately 3 feet from the shoreline.,30.26349683,-89.98238029
CRMS0006-S06,,4/17/2018,20 to 24,,,,,61.66,0.49,12.73,324.29,66.11,,,,0.0624,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,F. Gilmore; D. Oehler; J. Devore,Spartina patens is dominant vegetation. Marsh not flooded. Core pulled from area of sparse vegetation approximately 3 feet from the shoreline.,30.26349683,-89.98238029
CRMS0008-S01,,10/10/2008,0 to 4,5.67,5.23,341,0.2,90.54,0.04,85.15,324.29,40.9,,,,0.0341,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22828565,-90.68522542
CRMS0008-S01,,10/10/2008,4 to 8,5.72,5.13,203,0.1,87.5,0.07,78.6,324.29,57.5,,,,0.055,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22828565,-90.68522542
CRMS0008-S01,,10/10/2008,8 to 12,5.73,5.1,210,0.1,87.74,0.09,76.49,324.29,65.5,,,,0.0688,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22828565,-90.68522542
CRMS0008-S01,,10/10/2008,12 to 16,5.69,5.01,242,0.1,89.01,0.08,71.6,324.29,51.2,,,,0.0573,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22828565,-90.68522542
CRMS0008-S01,,10/10/2008,16 to 20,5.72,4.91,271,0.1,87.72,0.11,64.04,324.29,62.9,,,,0.0704,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22828565,-90.68522542
CRMS0008-S01,,10/10/2008,20 to 24,5.72,4.89,354,0.2,85.52,0.16,54.98,324.29,68.9,,,,0.088,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22828565,-90.68522542
CRMS0008-S02,,10/10/2008,0 to 4,5.63,4.96,187,0.1,89.38,0.05,85.27,324.29,51.1,,,,0.0426,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22824094,-90.68524724
CRMS0008-S02,,10/10/2008,4 to 8,5.8,5.06,183,0.1,89.67,0.08,79.87,324.29,55.1,,,,0.0639,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22824094,-90.68524724
CRMS0008-S02,,10/10/2008,8 to 12,5.81,4.96,200,0.1,87.62,0.1,78.84,324.29,59.5,,,,0.0788,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22824094,-90.68524724
CRMS0008-S02,,10/10/2008,12 to 16,5.71,4.9,297,0.1,86.67,0.14,57.74,324.29,76.4,,,,0.0808,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22824094,-90.68524724
CRMS0008-S02,,10/10/2008,16 to 20,5.71,4.85,388,0.2,82.28,0.17,52.23,324.29,67.6,,,,0.0888,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22824094,-90.68524724
CRMS0008-S02,,10/10/2008,20 to 24,5.58,4.82,449,0.2,77.24,0.24,45.66,324.29,80.2,,,,0.1096,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22824094,-90.68524724
CRMS0008-S03,,10/10/2008,0 to 4,5.59,4.9,216,0.1,85.91,0.07,86.92,324.29,61.8,,,,0.0608,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22846599,-90.68522119
CRMS0008-S03,,10/10/2008,4 to 8,5.45,4.9,310,0.1,87.13,0.1,84.38,324.29,97.6,,,,0.0844,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22846599,-90.68522119
CRMS0008-S03,,10/10/2008,8 to 12,5.48,4.82,304,0.1,87.24,0.1,77.17,324.29,73.6,,,,0.0772,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22846599,-90.68522119
CRMS0008-S03,,10/10/2008,12 to 16,5.47,4.8,325,0.2,88.24,0.09,77.65,324.29,52.9,,,,0.0699,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22846599,-90.68522119
CRMS0008-S03,,10/10/2008,16 to 20,5.54,4.79,356,0.2,85.75,0.14,60.57,324.29,63.8,,,,0.0848,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22846599,-90.68522119
CRMS0008-S03,,10/10/2008,20 to 24,5.51,4.76,393,0.2,84.27,0.16,55.18,324.29,75.4,,,,0.0883,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,D. Oehler; J. Pace,,30.22846599,-90.68522119
CRMS0008-S04,,5/13/2014, 0 to 16,5.41,5.11,196,0.1,88.52,0.1,74.2,1297.2,334.5,,,,0.0742,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,R. Villani; C. Northern; J. Devore,,30.22848421,-90.68523115
CRMS0008-S05,,5/13/2014, 0 to 16,5.5,4.93,166,0.1,67.8,0.67,24.23,1297.2,957.3,,,,0.1623,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,R. Villani; C. Northern; J. Devore,,30.22833902,-90.68518262
CRMS0008-S06,,5/13/2014, 0 to 16,5.29,4.94,118,0.1,86.07,0.12,62.43,1297.2,304.2,,,,0.0749,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,R. Villani; C. Northern; J. Devore,,30.22828364,-90.6851112
CRMS0030-BBG01,,8/15/2017,0 to 8,,,,,,,,,,Sagittaria lancifolia L.; Spartina patens (Aiton) Muhl.,212.73,1313.37,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),K. Hamm,,30.30369025,-90.32545313
CRMS0030-BBG01,,8/15/2017,8 to 16,,,,,,,,,,Sagittaria lancifolia L.; Spartina patens (Aiton) Muhl.,77.7,956.68,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),K. Hamm,,30.30369025,-90.32545313
CRMS0030-BBG01,,8/15/2017,16 to 24,,,,,,,,,,Sagittaria lancifolia L.; Spartina patens (Aiton) Muhl.,26.75,1438.21,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),K. Hamm,,30.30369025,-90.32545313
CRMS0030-BBG02,,8/15/2017,0 to 8,,,,,,,,,,Sagittaria lancifolia L.; Spartina patens (Aiton) Muhl.,2987.26,1647.13,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),K. Hamm,,29.40218234,-90.34961031
CRMS0030-BBG02,,8/15/2017,8 to 16,,,,,,,,,,Sagittaria lancifolia L.; Spartina patens (Aiton) Muhl.,149.04,1214.01,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),K. Hamm,,29.40218234,-90.34961031
CRMS0030-BBG02,,8/15/2017,16 to 24,,,,,,,,,,Sagittaria lancifolia L.; Spartina patens (Aiton) Muhl.,34.39,1389.8,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),K. Hamm,,29.40218234,-90.34961031
CRMS0030-BBG03,,8/15/2017,0 to 8,,,,,,,,,,Sagittaria lancifolia L.; Spartina patens (Aiton) Muhl.,774.52,1365.6,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),K. Hamm,,30.3036049,-90.32613109
CRMS0030-BBG03,,8/15/2017,8 to 16,,,,,,,,,,Sagittaria lancifolia L.; Spartina patens (Aiton) Muhl.,3.82,1491.71,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),K. Hamm,,30.3036049,-90.32613109
CRMS0030-BBG03,,8/15/2017,16 to 24,,,,,,,,,,Sagittaria lancifolia L.; Spartina patens (Aiton) Muhl.,1.27,1723.56,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),K. Hamm,,30.3036049,-90.32613109
CRMS0030-S01,,5/9/2007,0 to 4,6.49,5.8,2298,1.2,79.26,0.12,29.83,324.29,59.19,,,,0.0358,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30400171,-90.32524717
CRMS0030-S01,,5/9/2007,4 to 8,6.51,5.92,2228,1.1,80.04,0.17,30.35,324.29,70.06,,,,0.0516,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30400171,-90.32524717
CRMS0030-S01,,5/9/2007,8 to 12,5.75,5.55,2553,1.3,80.44,0.17,32.99,324.29,71.97,,,,0.0561,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30400171,-90.32524717
CRMS0030-S01,,5/9/2007,12 to 16,5.01,4.61,2958,1.55,75.92,0.23,27.15,324.29,87.69,,,,0.0624,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30400171,-90.32524717
CRMS0030-S01,,5/9/2007,16 to 20,5.45,4.9,2879,1.5,79.36,0.16,30.51,324.29,68.17,,,,0.0488,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30400171,-90.32524717
CRMS0030-S01,,5/9/2007,20 to 24,5.4,4.79,3025,1.6,75.38,0.25,25.8,324.29,85.96,,,,0.0645,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30400171,-90.32524717
CRMS0030-S02,,5/9/2007,0 to 4,5.83,5.68,2153,1.1,77.28,0.2,20.53,324.29,78.19,,,,0.0411,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395579,-90.32520684
CRMS0030-S02,,5/9/2007,4 to 8,5.25,4.95,2684,1.4,80.71,0.16,30.79,324.29,73.91,,,,0.0493,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395579,-90.32520684
CRMS0030-S02,,5/9/2007,8 to 12,4.95,4.57,3110,1.6,78.6,0.23,31.36,324.29,96.63,,,,0.0721,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395579,-90.32520684
CRMS0030-S02,,5/9/2007,12 to 16,4.85,4.4,3270,1.7,81.74,0.16,34.09,324.29,63.7,,,,0.0545,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395579,-90.32520684
CRMS0030-S02,,5/9/2007,16 to 20,5.03,4.55,3516,1.8,81.58,0.18,36.75,324.29,71.71,,,,0.0662,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395579,-90.32520684
CRMS0030-S02,,5/9/2007,20 to 24,5,4.71,3531,1.9,81.82,0.15,29.86,324.29,77.67,,,,0.0448,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395579,-90.32520684
CRMS0030-S03,,5/9/2007,0 to 4,6.9,5.76,2376,1.2,64.08,0.16,29.62,324.29,52.27,,,,0.0474,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395451,-90.32514451
CRMS0030-S03,,5/9/2007,4 to 8,5.61,5.36,2766,1.4,69.45,0.26,20.58,324.29,96.2,,,,0.0535,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395451,-90.32514451
CRMS0030-S03,,5/9/2007,8 to 12,5.88,5.35,2926,1.5,65.8,0.31,19.56,324.29,87.95,,,,0.0606,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395451,-90.32514451
CRMS0030-S03,,5/9/2007,12 to 16,5.52,5.19,2810,1.5,65.79,0.37,16.59,324.29,112.79,,,,0.0614,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395451,-90.32514451
CRMS0030-S03,,5/9/2007,16 to 20,5.54,5.21,3366,1.8,72.07,0.25,17.28,324.29,90.63,,,,0.0432,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395451,-90.32514451
CRMS0030-S03,,5/9/2007,20 to 24,6.12,5.3,2652,1.35,69.81,0.3,21.76,324.29,96.2,,,,0.0653,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; D. Oehler; C. Northern,Soil easy to core,30.30395451,-90.32514451
CRMS0030-S04,,2/28/2018,0 to 4,,,,,91.02,0.08,51.82,324.29,60.56,,,,0.0415,294.61,23.569,15.68,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30383469,-90.3254596
CRMS0030-S04,,2/28/2018,4 to 8,,,,,83.06,0.15,30.79,324.29,81.98,,,,0.0462,132.39,19.859,8.53,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30383469,-90.3254596
CRMS0030-S04,,2/28/2018,8 to 12,,,,,78.14,0.19,20,324.29,99.16,,,,0.038,84.16,15.99,5.49,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30383469,-90.3254596
CRMS0030-S04,,2/28/2018,12 to 16,,,,,75.22,0.25,22.34,324.29,81.38,,,,0.0559,90.13,22.533,6.11,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30383469,-90.3254596
CRMS0030-S04,,2/28/2018,16 to 20,,,,,79.88,0.21,22.43,324.29,58.01,,,,0.0471,92.57,19.44,6.41,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30383469,-90.3254596
CRMS0030-S04,,2/28/2018,20 to 24,,,,,85.33,0.14,28.09,324.29,53.2,,,,0.0393,171.73,24.042,11.16,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30383469,-90.3254596
CRMS0030-S05,,2/28/2018,0 to 4,,,,,86.81,0.12,40.59,324.29,62.13,,,,0.0487,166.18,19.942,11.29,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30397033,-90.32547671
CRMS0030-S05,,2/28/2018,4 to 8,,,,,74.67,0.26,19.95,324.29,72.52,,,,0.0519,90.99,23.657,6.02,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30397033,-90.32547671
CRMS0030-S05,,2/28/2018,8 to 12,,,,,84.48,0.13,25.14,324.29,103.52,,,,0.0327,110.51,14.366,7.52,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30397033,-90.32547671
CRMS0030-S05,,2/28/2018,12 to 16,,,,,82.73,0.17,24.86,324.29,55.58,,,,0.0423,120.24,20.441,8.26,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30397033,-90.32547671
CRMS0030-S05,,2/28/2018,16 to 20,,,,,78.4,0.2,24.5,324.29,94.65,,,,0.049,113.09,22.618,7.94,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30397033,-90.32547671
CRMS0030-S05,,2/28/2018,20 to 24,,,,,87.09,0.14,37.93,324.29,22.51,,,,0.0531,179.87,25.182,13.67,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30397033,-90.32547671
CRMS0030-S06,,2/28/2018,0 to 4,,,,,85.81,0.15,37.06,324.29,38.31,,,,0.0556,164.37,24.656,11.43,860.59,12.26,50.99,36.75,6.96,7.19,2.37,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30402186,-90.32535057
CRMS0030-S06,,2/28/2018,4 to 8,,,,,74.52,0.26,17.78,324.29,78.91,,,,0.0462,80.47,20.922,5.5,380.03,3.95,55.94,40.11,7.5,7.37,1.94,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30402186,-90.32535057
CRMS0030-S06,,2/28/2018,8 to 12,,,,,73.52,0.25,20.75,324.29,101.82,,,,0.0519,95.93,23.983,6.45,372.48,6.6,56.16,37.24,7.23,7.12,2.21,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30402186,-90.32535057
CRMS0030-S06,,2/28/2018,12 to 16,,,,,86.31,0.12,34.09,324.29,75.89,,,,0.0409,177.32,21.278,10.57,457.14,9.13,48.49,42.38,7.33,7.47,2.31,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30402186,-90.32535057
CRMS0030-S06,,2/28/2018,16 to 20,,,,,77.15,0.24,21.36,324.29,57.55,,,,0.0513,95.11,22.826,6.79,350.77,8.62,61.76,29.62,6.88,6.91,2.1,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30402186,-90.32535057
CRMS0030-S06,,2/28/2018,20 to 24,,,,,82.66,0.2,29.68,324.29,10.86,,,,0.0594,138.6,27.72,9.95,480.81,9.85,51.19,38.96,7.19,7.33,2.27,,,COASTAL ESTUARY SERVICES LLC,T. Siemens; J. Pace,Dominant vegetation is Sagittaria lancifolia. 30 cm water on marsh surface.,30.30402186,-90.32535057
CRMS0030-SB01,,8/14/2017,0 to 4,,,,,86.05,0.16,39.19,,,,,,0.0627,177.07,28.331,11.14,591.56,41.72,46.38,11.9,4.51,4.6,2.82,,,COASTAL ESTUARY SERVICES LLC,"B. Kitto, J. Pace, J. Beadle",Dominant vegetation was Vigna luteola; Dominant non-vine vegetation was Sagittaria lancifolia; No water on marsh surface,30.30369025,-90.32545313
CRMS0030-SB01,,8/14/2017,4 to 8,,,,,73.78,0.28,18.87,,,,,,0.0528,69.12,19.353,5.14,357.24,19.66,57.1,23.24,5.94,6.24,2.68,,,COASTAL ESTUARY SERVICES LLC,"B. Kitto, J. Pace, J. Beadle",Dominant vegetation was Vigna luteola; Dominant non-vine vegetation was Sagittaria lancifolia; No water on marsh surface,30.30369025,-90.32545313
CRMS0030-SB01,,8/14/2017,8 to 12,,,,,83.4,0.17,31.55,,,,,,0.0536,146.23,24.859,9.61,366.63,45.74,37.21,17.05,4.67,4.3,2.93,,,COASTAL ESTUARY SERVICES LLC,"B. Kitto, J. Pace, J. Beadle",Dominant vegetation was Vigna luteola; Dominant non-vine vegetation was Sagittaria lancifolia; No water on marsh surface,30.30369025,-90.32545313
CRMS0030-SB01,,8/14/2017,12 to 16,,,,,81.71,0.19,22.44,,,,,,0.0426,84.29,16.015,6.62,319.63,27.36,51.95,20.69,5.43,5.88,2.99,,,COASTAL ESTUARY SERVICES LLC,"B. Kitto, J. Pace, J. Beadle",Dominant vegetation was Vigna luteola; Dominant non-vine vegetation was Sagittaria lancifolia; No water on marsh surface,30.30369025,-90.32545313
CRMS0030-SB01,,8/14/2017,16 to 20,,,,,82.18,0.17,31.19,,,,,,0.053,138.85,23.604,9.77,367.94,43.74,43.4,12.86,4.5,4.62,2.9,,,COASTAL ESTUARY SERVICES LLC,"B. Kitto, J. Pace, J. Beadle",Dominant vegetation was Vigna luteola; Dominant non-vine vegetation was Sagittaria lancifolia; No water on marsh surface,30.30369025,-90.32545313
