system:index,Accretion1,Accretion_,Average_Ac,Average_He,Average__1,Average__2,Basins,Bulk_Densi,Community,Delta_Ti_1,Delta_time,Distance_1,Distance_2,Distance_3,Distance_4,Distance_t,Dry_Soil_p,Dry_Volume,Flood_Dept,Fluvial_Do,Latitude,Latitude_1,Longitude,Longitude_,Mineral_Ma,OBJECTID,Observed_P,Organic_De,Organic_Ma,Organic__1,Organic__2,Organic__3,Simple_sit,Soil_Moist,Soil_Por_1,Soil_Porew,Soil_Salin,Staff_Gaug,Total_Mass,Total_Reco,Verified_P,Wet_Soil_p,Wet_Volume,Land_Lost_m2,Land_Gained_m2,marshType,.geo
000000000000000000c0,1.277669602,7.538528099,0.75385281,117.04,6.12,97.53,Mermentau,0.335,Intermediate,1.994520548,728,133005.6383,31798.74275,9303.475041,9303.475029,17703.65796,5.405,84.92,0,0.133104567,29.79815658,29.79815658,-92.91277115,-92.91277115,1949.109056,193,390,0.07755,576.2978576,22.82,0.2282,22.82,CRMS0587,66.505,7.6,13190,1.875,0.8,2525.406913,450.10875,389,6.165,324.29,0,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.91276972058803,29.807154099196357],[-92.91566644152478,29.806795912753767],[-92.91833252530267,29.805749872409937],[-92.92055571164241,29.804099262712764],[-92.92215902555073,29.801975498161784],[-92.92301486744645,29.799547654507652],[-92.9230551625245,29.797009002803478],[-92.92227676383477,29.79456162044424],[-92.92074168388726,29.792400305585076],[-92.91857214224338,29.790697075417178],[-92.91594082836042,29.78958748092377],[-92.91305715740637,29.78915982517592],[-92.91015061248719,29.78944814084915],[-92.90745249560322,29.790429483942667],[-92.90517753440558,29.792025758273404],[-92.90350680311985,29.794109926091203],[-92.90257331300052,29.796516112270826],[-92.9024514180766,29.799052800285715],[-92.90315088153201,29.801518071961826],[-92.90461607972489,29.80371567947704],[-92.90673041308146,29.805470670491406],[-92.9093255779883,29.806643321462793],[-92.91219496458966,29.80714026783734],[-92.91276972058803,29.807154099196357]]]}"
000000000000000000d3,1.282632042,4.261343062,0.426134306,136.6,3,109.73,Mermentau,0.545,Intermediate,1.550684932,566,137745.5114,25235.19063,11473.44189,6995.959734,16890.20192,5.5,112.03,0,0.122618891,29.80993416,29.80993416,-92.97937514,-92.97937514,1968.841702,212,457.5,0.07385,353.5902673,15.225,0.15225,15.225,CRMS0622,55.345,4.5,7993.5,1.1,0.02,2322.431969,271.9875,457.5,6.015,324.29,0,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.97937498439771,29.818931820959165],[-92.98227204654708,29.818573634501508],[-92.9849384443425,29.817527594117223],[-92.98716189248505,29.815876984366806],[-92.98876539513643,29.81375321976642],[-92.98962133770588,29.811325376082152],[-92.98966163740458,29.808786724376485],[-92.9888831469506,29.80633934204489],[-92.98734788618924,29.804178027233867],[-92.98517808909091,29.80247479711958],[-92.98254646544343,29.80136520266853],[-92.97966245504985,29.800937546938577],[-92.97675556800154,29.801225862599647],[-92.97405713349724,29.802207205654746],[-92.97178190444542,29.8038034799328],[-92.97011097638533,29.805887647700068],[-92.96917737624719,29.808293833847113],[-92.96905546684616,29.8108305218575],[-92.96975501255447,29.813295793558638],[-92.97122038321476,29.815493401120563],[-92.97333496554286,29.81724839218877],[-92.97593043610557,29.818421043204317],[-92.97880016069632,29.818917989599548],[-92.97937498439771,29.818931820959165]]]}"
000000000000000000d6,1.387314126,6.138888889,0.613888889,199.6,7.375,184,Mermentau,0.345,Intermediate,2.28630137,834.5,112563.0244,39182.72301,3265.936953,3265.936987,19492.82639,5.62,139.13,36.224,0.173172554,29.69377156,29.69377156,-92.60439445,-92.60439445,1678.448958,215,232,0.0684,439.4677083,20.75,0.2075,20.75,CRMS0626,65.98,4.7,8460,1.7,0.88,2117.916667,249.22,231,5.855,324.29,0,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.60439648722178,29.702771600823727],[-92.60729019294013,29.702413414514393],[-92.60995350181683,29.70136737452876],[-92.61217437466496,29.699716765302913],[-92.61377602069443,29.69759300118927],[-92.61463097295996,29.695165157802027],[-92.61467122720711,29.692626506110987],[-92.6138936394177,29.690179123507072],[-92.61236015728085,29.68801780822177],[-92.61019287302933,29.686314577579257],[-92.60756429646383,29.685204982710843],[-92.60468362505858,29.684777326804596],[-92.60178010345555,29.68506564258546],[-92.59908479330909,29.68604698601906],[-92.59681219907719,29.687643260816213],[-92.59514320664165,29.689727429081252],[-92.59421068873384,29.69213361554938],[-92.59408892174132,29.69467030360397],[-92.5947876583475,29.697135575058603],[-92.59625133248565,29.69933318216026],[-92.59836346573803,29.701088172698032],[-92.60095592963356,29.702260823278554],[-92.60382232949954,29.702757769469947],[-92.60439648722178,29.702771600823727]]]}"
000000000000000000d9,0,12.37313336,1.237313336,105.2,12.25,91,Mermentau,0.24,Intermediate,2.410958904,880,91657.39443,19452.65085,13246.82875,3094.80166,10100.64626,7.14,76.035,23.272,0.110200015,29.56309691,29.56309691,-92.32304447,-92.32304447,2054.781511,218,248,0.06425,914.7704958,30.805,0.30805,30.805,CRMS0633,77.61,9.3,15430,3.15,0.89,2969.552007,0,248,7.23,324.29,0,0,Mineral_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.32304687877424,29.572095552732257],[-92.32593683209275,29.571737366589367],[-92.32859668764158,29.570691327051108],[-92.33081468138069,29.569040718413923],[-92.33241425175834,29.566916954846516],[-92.33326809689265,29.564489111792593],[-92.33330830032801,29.56195046011796],[-92.33253172169448,29.559503077208447],[-92.33100022801202,29.557341761390912],[-92.32883575305435,29.55563853015562],[-92.3262105830421,29.55452893481884],[-92.32333364453278,29.554101278714768],[-92.3204338854038,29.55438959463006],[-92.31774206820275,29.55537093848841],[-92.3154724196271,29.556967213868116],[-92.31380559116748,29.559051382691738],[-92.31287428316503,29.561457569520183],[-92.31275267538312,29.56399425762438],[-92.31345050743684,29.566459528802397],[-92.31491228491053,29.568657135387518],[-92.31702168016315,29.570412125330037],[-92.31961078268591,29.571584775422377],[-92.32247346559885,29.572081721385025],[-92.32304687877424,29.572095552732257]]]}"
000000000000000000bf,0,6.024719241,0.602471924,126.19,7,100.58,Mermentau,0.165,Brackish,2.997260274,1094,128757.663,37230.46341,5391.144643,5391.144633,18997.10547,6.265,103.94,0,0.147541552,29.79361294,29.79361294,-92.85634267,-92.85634267,640.5345941,192,452,0.0538,353.5440807,35.565,0.35565,35.565,CRMS0584,82.16,10,17017,5.55,0.91,994.0786748,0,452,6.605,324.29,2335.094727,45265.78861,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.85634360672032,29.802611570921222],[-92.85924019610955,29.802253384484427],[-92.86190615882448,29.801207344156207],[-92.86412924423152,29.799556734479562],[-92.86573248537383,29.797432969947632],[-92.86658828845688,29.795005126305135],[-92.86662858175355,29.792466474601525],[-92.86585021844164,29.79001909223163],[-92.86431520820317,29.787857777353903],[-92.86214576504449,29.78615454716533],[-92.85951457058485,29.785044952655586],[-92.85663103049473,29.78461729690084],[-92.85372461747637,29.78490561257876],[-92.85102662304438,29.785886955687086],[-92.8487517651124,29.78748323003814],[-92.84708110968899,29.789567397875416],[-92.84614766198513,29.791973584067623],[-92.84602577264255,29.794510272084228],[-92.84672520438707,29.79697554375069],[-92.84819033608868,29.799173151247896],[-92.85030457345944,29.8009281422415],[-92.85289962052693,29.802100793195866],[-92.85576887682345,29.80259773956242],[-92.85634360672032,29.802611570921222]]]}"
000000000000000000c1,1.862022318,7.659039119,0.765903912,126.18,14,94.5,Mermentau,0.12,Brackish,2.452054795,895,127417.5358,40857.00205,6723.414788,6723.414781,18123.68705,5.955,72.865,0,0.142238562,29.77367284,29.77367284,-92.82315371,-92.82315371,479.9460273,194,453,0.0606,439.1386669,47.78,0.4778,47.78,CRMS0588,86.89,9,15418.5,4.45,1,919.0846943,632.08125,452,6.82,324.29,22576.49622,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.8231534195535,29.782671995004524],[-92.82604943186728,29.7823138085932],[-92.82871486350047,29.78126776833346],[-92.83093750613382,29.77961715874692],[-92.8325404280647,29.777493394298595],[-92.83339606088346,29.775065550707108],[-92.8334363463655,29.77252689900602],[-92.83265813824983,29.770079516589348],[-92.83112343381254,29.767918201630163],[-92.82895442269086,29.766214971350855],[-92.82632375212,29.76510537676942],[-92.82344078610653,29.764677720984395],[-92.82053495171363,29.76496603668289],[-92.81783749445655,29.765947379856232],[-92.81556308953259,29.76754365429645],[-92.81389276690358,29.76962782221923],[-92.81295950526892,29.772034008466573],[-92.81283764041075,29.774570696490773],[-92.81353693304523,29.777035968114905],[-92.81500177306157,29.77923357553304],[-92.81711558935956,29.780988566435536],[-92.81971011948693,29.782161217315178],[-92.82257880415928,29.782658163646726],[-92.8231534195535,29.782671995004524]]]}"
000000000000000000cb,1.56227805,7.928098261,0.792809826,132.89,8.535,112.77,Mermentau,0.22,Brackish,2.490410959,909,118999.9557,45494.86705,8797.436636,4974.098714,14649.70376,5.385,77.74,0,0.1231068,29.67202149,29.67202149,-92.66671323,-92.66671323,1161.799375,204,332,0.06915,582.382242,33.39,0.3339,33.39,CRMS0608,76.47,6.4,11206,3.05,0.97,1744.181617,619.54625,331,5.785,324.29,13248.60913,17144.91394,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.66671170443597,29.68101861889847],[-92.66960478379102,29.68066043261688],[-92.67226751622647,29.67961439270581],[-92.67448790848388,29.67796378357805],[-92.67608920803839,29.675840019555437],[-92.67694397549766,29.67341217622374],[-92.676984221263,29.670873524535427],[-92.67620680192523,29.668426141880584],[-92.67467365170795,29.66626482650659],[-92.6725068363934,29.664561595765296],[-92.66987882846153,29.663452000818832],[-92.66699878016418,29.66302434487962],[-92.66409588660635,29.663312660682887],[-92.6614011595144,29.664294004187266],[-92.65912905698156,29.665890279081506],[-92.65746042576423,29.66797444743963],[-92.65652810981786,29.67038063396779],[-92.6564063694012,29.672917322030653],[-92.65710495501625,29.675382593439192],[-92.65856831255661,29.677580200454763],[-92.66067998877271,29.67933519089335],[-92.66327189157644,29.680507841392515],[-92.66613767099601,29.68100478754579],[-92.66671170443597,29.68101861889847]]]}"
000000000000000000ce,0.007138325,13.56778426,1.356778426,67.1,0,50,Mermentau,0.185,Brackish,1.898630137,693,134670.1841,36384.50468,12202.63078,5656.373907,12168.73883,6.53,79.81,28.328,0.090359562,29.73735304,29.73735304,-92.88563681,-92.88563681,1670.55718,207,310,0.06675,839.4829073,33.445,0.33445,33.445,CRMS0614,79.1,21.65,34350,7.65,1.11,2510.040087,455.125,310,7.025,324.29,729999.5257,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.88563691787927,29.74635103006356],[-92.88853188051178,29.74599284369862],[-92.89119634612477,29.744946803563536],[-92.89341818336742,29.74329619414103],[-92.89502052466331,29.741172429844916],[-92.89587584777703,29.738744586346307],[-92.89591611904467,29.736205934649785],[-92.89513819322589,29.733758552147965],[-92.89360404503088,29.731597237040468],[-92.89143581977022,29.729894006595984],[-92.88880610213567,29.728784411884035],[-92.88592418034852,29.728356756043887],[-92.88301939845601,29.72864507177984],[-92.8803229183023,29.72962641507154],[-92.87804933738488,29.73122268967409],[-92.87637962009792,29.73330685775251],[-92.87544669691708,29.735713044100265],[-92.87532487659536,29.738249732138286],[-92.87602391619338,29.740715003685338],[-92.87748822564389,29.74291261095954],[-92.87960127602449,29.74466760169617],[-92.88219486585477,29.745840252439788],[-92.88506251076159,29.746337198707597],[-92.88563691787927,29.74635103006356]]]}"
000000000000000000d1,2.956221585,11.77419355,1.177419355,110.33,8,91.44,Mermentau,0.135,Brackish,2.920547945,1066,79171.12461,5624.994956,11521.70815,5624.994929,29193.36994,4.96,84.695,0,0.368737593,29.73746635,29.73746635,-92.26051113,-92.26051113,845.3841532,210,441.5,0.06105,744.1319758,46.815,0.46815,46.815,CRMS0618,84.84,6.5,11360,4.975,1.39,1589.516129,581.37,442,5.42,324.29,778.8573608,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.26050866118368,29.746466925460545],[-92.26340362716252,29.746108739095465],[-92.26606809585513,29.74506269895998],[-92.26828993566532,29.743412089536946],[-92.26989227881226,29.74128832524035],[-92.27074760291332,29.73886048174145],[-92.27078787422626,29.73632183004491],[-92.27000994750755,29.733874447543364],[-92.26847579753925,29.731713132436333],[-92.2663075697733,29.730009901992375],[-92.26367784910083,29.728900307280853],[-92.26079592398474,29.728472651440875],[-92.25789113873691,29.7287609671767],[-92.25519465546824,29.729742310468033],[-92.25292107192392,29.731338585070056],[-92.25125135270716,29.73342275314799],[-92.25031842844736,29.73582893949542],[-92.25019660798365,29.7383656275334],[-92.25089564838834,29.74083089908069],[-92.25235995953027,29.743028506355362],[-92.25447301235258,29.74478349709252],[-92.25706660518048,29.745956147836566],[-92.25993425340202,29.74645309410458],[-92.26050866118368,29.746466925460545]]]}"
000000000000000000af,0,8.318723703,0.83187237,121.31,0.375,118.87,Mermentau,0.05,Freshwater,1.556164384,568,115872.7811,43169.16781,195.7279037,195.7278731,33939.98846,5.68,77.1,47.86,0.292907343,29.91513851,29.91513851,-92.78772346,-92.78772346,60.70588622,176,356,0.0446,355.2302989,85.405,0.85405,85.405,CRMS0556,93.075,0.8,1648.5,0.4,1.325,415.9361851,0,348.5,6.11,324.29,20332.47822,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.78772558773125,29.924135824242043],[-92.79062570675785,29.923777637649767],[-92.7932949177934,29.922731596903628],[-92.795520711392,29.921080986677065],[-92.79712590496726,29.918957221634866],[-92.79798274945972,29.916529377680988],[-92.79802309055484,29.913990725962048],[-92.79724377799779,29.91154334387764],[-92.79570689735,29.909382029497102],[-92.79353481166959,29.907678799862286],[-92.79090041288329,29.906569205790074],[-92.78801336149597,29.906141550220127],[-92.7851034093581,29.906429865772466],[-92.78240212933565,29.907411208484014],[-92.7801245006143,29.909007482290868],[-92.77845180967947,29.911091649606334],[-92.77751722389819,29.91349783546193],[-92.77739518479953,29.916034523432213],[-92.77809546740089,29.918499795357075],[-92.77956238317388,29.920697403336806],[-92.78167919600416,29.92245239488647],[-92.7842774048963,29.923625046296884],[-92.78715015748782,29.92412199287712],[-92.78772558773125,29.924135824242043]]]}"
000000000000000000b0,3.651663043,8.873192815,0.887319282,87.78,10.49125,76.2,Mermentau,0.03,Freshwater,2.071232877,756,104496.6041,50236.33074,1029.593898,1029.593924,41192.07538,5.585,63.88,123.536,0.39419535,29.94065397,29.94065397,-92.66696104,-92.66696104,32.39602697,177,355,0.0275,233.7997575,87.83,0.8783,87.83,CRMS0557,94.69,0.6,1239.5,0.1,1.57,266.1957845,608.83,354,5.6,324.29,8586.858026,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.66696173033424,29.94965332881433],[-92.66986259326131,29.94929514218935],[-92.67253248890752,29.94824910135532],[-92.67475885328015,29.94659849101312],[-92.67636445834708,29.94447472586362],[-92.67722152232548,29.942046881844263],[-92.67726187349471,29.939508230122104],[-92.67648236087649,29.937060848097722],[-92.67494508602435,29.934899533821742],[-92.67277244341032,29.933196304303372],[-92.6701373692852,29.93208671032317],[-92.66724957786238,29.931659054792092],[-92.66433887982521,29.931947370318017],[-92.6616369073369,29.932928712946122],[-92.65935869464845,29.93452498663854],[-92.65768557471257,29.93660915384428],[-92.6567507490721,29.939015339629087],[-92.6566286784113,29.94155202758962],[-92.65732914033805,29.94401729956883],[-92.65879643211913,29.94621490765002],[-92.6609137877491,29.947969899316625],[-92.66351266302215,29.94914255082294],[-92.66638615248696,29.949639497448114],[-92.66696173033424,29.94965332881433]]]}"
000000000000000000b1,0.485173104,6.954746729,0.695474673,76.5,3.75,73.15,Mermentau,0.06,Freshwater,2.895890411,1057,100773.2293,35154.31828,4375.179386,4375.179359,37785.50959,5.04,378.8,0,0.374955828,29.85088999,29.85088999,-92.54184644,-92.54184644,38.39020194,178,401,0.05535,378.8946018,90.8,0.908,90.8,CRMS0560,93.98,0.5,1016,0.35,1.15,417.2848037,395.8575,397,5.16,1297.165,0,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.5418440669407,29.859890306803592],[-92.54474231727912,29.859532120293565],[-92.54740980856333,29.858486079768483],[-92.54963416836989,29.856835469832813],[-92.55123832827265,29.85471170506053],[-92.55209462141379,29.85228386127136],[-92.55213493720287,29.84974520956054],[-92.55135612720247,29.84729782732512],[-92.54982023680141,29.845136512681577],[-92.54764955014565,29.843433282753843],[-92.54501684781931,29.84232368845019],[-92.54213165541077,29.84189603278249],[-92.53922357698161,29.84218434840126],[-92.53652403644244,29.843165691322692],[-92.53424787465426,29.844761965417412],[-92.53257626137581,29.846846133008892],[-92.53164227812428,29.84925231904254],[-92.53152031831046,29.85178900703733],[-92.53222015044432,29.85425427882551],[-92.5336861216801,29.85645188655],[-92.53580157099034,29.85820687780553],[-92.53839810592451,29.859379528974703],[-92.54126900748022,29.859876475441915],[-92.5418440669407,29.859890306803592]]]}"
000000000000000000b2,2.285479679,10.77723731,1.077723731,147.52,2.75,128.01,Mermentau,0.13,Freshwater,2.242465753,818.5,123067.1235,46932.90313,7157.047989,7273.582846,19869.39446,5.095,60.4,0,0.161451685,29.76634534,29.76634534,-92.76050175,-92.76050175,666.0548203,179,437,0.0618,734.9860301,52.46,0.5246,52.46,CRMS0562,84.84,3.9,7105,1.45,1.04,1401.04085,401.605,435,5.87,324.29,0,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.76050276555533,29.775342959580716],[-92.76339856590387,29.774984773178765],[-92.76606380246575,29.773938732944174],[-92.76828628246417,29.772288123390744],[-92.76988908714573,29.770164358973144],[-92.77074465742481,29.767736515400404],[-92.77078494003649,29.76519786370023],[-92.77000678892584,29.762750481266377],[-92.7684721968122,29.76058916627725],[-92.76630334438177,29.758885935964603],[-92.76367286624017,29.757776341356834],[-92.76079011109042,29.75734868556068],[-92.75788448923204,29.757637001266733],[-92.75518722928435,29.75861834446396],[-92.75291299075445,29.760214618936946],[-92.75124279036395,29.762298786891144],[-92.75030959707426,29.764704973158757],[-92.75018774120946,29.76724166118575],[-92.75088698274755,29.769706932794318],[-92.75235171562514,29.7719045401834],[-92.75446537725917,29.773659531052413],[-92.75705971750956,29.774832181904607],[-92.759928192219,29.775329128223287],[-92.76050276555533,29.775342959580716]]]}"
000000000000000000b3,2.921955923,6.052295918,0.605229592,81.2,4.375,75,Mermentau,0.06,Freshwater,2.112328767,771,95621.1222,25020.01586,2427.863015,2427.863001,35585.35653,5.535,68,61.096,0.372149539,29.79920251,29.79920251,-92.45114993,-92.45114993,115.9498852,180,326,0.0441,247.1878699,68.07,0.6807,68.07,CRMS0565,91.88,1.7,3250,0.35,1.27,363.1377551,292.4475,327,5.9,324.29,0,0,Organic_Oceanic_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-92.45115247178545,29.80820271540296],[-92.45404922309345,29.807844528959023],[-92.456715334822,29.80679848861161],[-92.45893854446473,29.80514787890969],[-92.46054187517302,29.803024114354308],[-92.46139772602969,29.800596270697493],[-92.46143802151902,29.798057618993184],[-92.46065961466138,29.79561023663641],[-92.45912451861965,29.793448921781533],[-92.45695495423783,29.791745691618406],[-92.45432361278282,29.790636097128772],[-92.45143991161532,29.790208441382514],[-92.44853333624332,29.790496757054658],[-92.44583519108802,29.791478100144754],[-92.44356020604874,29.793074374470795],[-92.44188945724818,29.795158542284103],[-92.44095595733609,29.79756472846083],[-92.44083406112357,29.80010141647531],[-92.44153353190029,29.80256668815365],[-92.44299874544444,29.804764295673028],[-92.44511310096193,29.806519286692183],[-92.44770829307512,29.807691937667506],[-92.45057770976085,29.808188884043883],[-92.45115247178545,29.80820271540296]]]}"
